"Date","Gender","Type","Ranking","Player","Country","Age","Points","Tournaments"
2019-07-29,"men","singles","15","John Isner","USA","34","2,040","20"
2019-07-29,"men","singles","16","Nikoloz Basilashvili","GEO","27","1,975","26"
2019-07-29,"men","singles","17","Marin Cilic","CRO","30","1,940","19"
2019-07-29,"men","singles","18","David Goffin","BEL","28","1,860","25"
2019-07-29,"men","singles","19","Gael Monfils","FRA","32","1,770","20"
2019-07-29,"men","singles","20","Milos Raonic","CAN","28","1,765","20"
2019-07-29,"men","singles","21","Stan Wawrinka","SUI","34","1,715","21"
2019-07-29,"men","singles","22","Felix Auger-Aliassime","CAN","18","1,707","25"
2019-07-29,"men","singles","23","Matteo Berrettini","ITA","23","1,570","25"
2019-07-29,"men","singles","24","Guido Pella","ARG","29","1,560","25"
2019-07-29,"men","singles","25","Alex de Minaur","AUS","20","1,515","22"
2019-07-29,"men","singles","26","Dusan Lajovic","SRB","29","1,501","25"
2019-07-29,"men","singles","27","Diego Schwartzman","ARG","26","1,485","24"
2019-07-29,"men","singles","28","Taylor Fritz","USA","21","1,450","28"
2019-07-29,"men","singles","29","Lucas Pouille","FRA","25","1,385","22"
2019-07-29,"men","singles","30","Benoit Paire","FRA","30","1,368","33"
2019-07-29,"men","singles","31","Denis Shapovalov","CAN","20","1,355","27"
2019-07-29,"men","singles","32","Fernando Verdasco","ESP","35","1,310","27"
2019-07-29,"men","singles","33","Gilles Simon","FRA","34","1,310","27"
2019-07-29,"men","singles","34","Kyle Edmund","GBR","24","1,280","24"
2019-07-29,"men","singles","35","Jan-Lennard Struff","GER","29","1,265","25"
2019-07-29,"men","singles","36","Laslo Djere","SRB","24","1,245","25"
2019-07-29,"men","singles","37","Cristian Garin","CHI","23","1,233","22"
2019-07-29,"men","singles","38","Pierre-Hugues Herbert","FRA","28","1,108","28"
2019-07-29,"men","singles","39","Sam Querrey","USA","31","1,100","19"
2019-07-29,"men","singles","40","Frances Tiafoe","USA","21","1,060","25"
2019-07-29,"men","singles","41","Radu Albot","MDA","29","1,046","29"
2019-07-29,"men","singles","42","Joao Sousa","POR","30","1,035","30"
2019-07-29,"men","singles","43","Reilly Opelka","USA","21","1,027","23"
2019-07-29,"men","singles","44","Hubert Hurkacz","POL","22","1,023","26"
2019-07-29,"men","singles","45","Mikhail Kukushkin","KAZ","31","1,020","25"
2019-07-29,"men","singles","46","Jordan Thompson","AUS","25","1,009","28"
2019-07-29,"men","singles","47","Pablo Carreno Busta","ESP","28","1,007","20"
2019-07-29,"men","singles","48","Filip Krajinovic","SRB","27","998","23"
2019-07-29,"men","singles","49","Andrey Rublev","RUS","21","996","25"
2019-07-29,"men","singles","50","Ugo Humbert","FRA","21","989","32"
2019-07-29,"men","singles","51","Daniel Evans","GBR","29","980","23"
2019-07-29,"men","singles","52","Nick Kyrgios","AUS","24","975","21"
2019-07-29,"men","singles","53","Pablo Cuevas","URU","33","968","24"
2019-07-29,"men","singles","54","Marton Fucsovics","HUN","27","965","28"
2019-07-29,"men","singles","55","Nicolas Jarry","CHI","23","955","26"
2019-07-29,"men","singles","56","Lorenzo Sonego","ITA","24","954","30"
2019-07-29,"men","singles","57","Grigor Dimitrov","BUL","28","952","20"
2019-07-29,"men","singles","58","Cameron Norrie","GBR","23","950","24"
2019-07-29,"men","singles","59","Juan Ignacio Londero","ARG","25","935","25"
2019-07-29,"men","singles","60","Martin Klizan","SVK","30","918","23"
2019-07-29,"men","singles","61","Miomir Kecmanovic","SRB","19","889","26"
2019-07-29,"men","singles","62","Marco Cecchinato","ITA","26","880","28"
2019-07-29,"men","singles","63","Federico Delbonis","ARG","28","876","25"
2019-07-29,"men","singles","64","Feliciano Lopez","ESP","37","872","18"
2019-07-29,"men","singles","65","Casper Ruud","NOR","20","869","25"
2019-07-29,"men","singles","66","Adrian Mannarino","FRA","31","861","31"
2019-07-29,"men","singles","67","John Millman","AUS","30","860","25"
2019-07-29,"men","singles","68","Richard Gasquet","FRA","33","860","18"
2019-07-29,"men","singles","69","Albert Ramos-Vinolas","ESP","31","860","33"
2019-07-29,"men","singles","70","Jo-Wilfried Tsonga","FRA","34","860","23"
2019-07-29,"men","singles","71","Tennys Sandgren","USA","28","826","27"
2019-07-29,"men","singles","72","Alexander Bublik","KAZ","22","819","30"
2019-07-29,"men","singles","73","Philipp Kohlschreiber","GER","35","805","25"
2019-07-29,"men","singles","74","Jeremy Chardy","FRA","32","805","29"
2019-07-29,"men","singles","75","Pablo Andujar","ESP","33","802","23"
2019-07-29,"men","singles","76","Roberto Carballes Baena","ESP","26","787","30"
2019-07-29,"men","singles","77","Yoshihito Nishioka","JPN","23","776","23"
2019-07-29,"men","singles","78","Ricardas Berankis","LTU","29","749","21"
2019-07-29,"men","singles","79","Andreas Seppi","ITA","35","745","28"
2019-07-29,"men","singles","80","Ivo Karlovic","CRO","40","659","22"
2019-07-29,"men","singles","81","Leonardo Mayer","ARG","32","655","23"
2019-07-29,"men","singles","82","Thomas Fabbiano","ITA","30","653","25"
2019-07-29,"men","singles","83","Corentin Moutet","FRA","20","650","26"
2019-07-29,"men","singles","84","Marius Copil","ROU","28","647","22"
2019-07-29,"men","singles","85","Lloyd Harris","RSA","22","647","26"
2019-07-29,"men","singles","86","Robin Haase","NED","32","626","27"
2019-07-29,"men","singles","87","Alexei Popyrin","AUS","19","626","25"
2019-07-29,"men","singles","88","Jaume Munar","ESP","22","620","27"
2019-07-29,"men","singles","89","Hugo Dellien","BOL","26","614","28"
2019-07-29,"men","singles","90","Prajnesh Gunneswaran","IND","29","609","23"
2019-07-29,"men","singles","91","Aljaz Bedene","SLO","30","605","19"
2019-07-29,"men","singles","92","Damir Dzumhur","BIH","27","603","26"
2019-07-29,"men","singles","93","Bradley Klahn","USA","28","601","23"
2019-07-29,"men","singles","94","Steve Johnson","USA","29","600","26"
2019-07-29,"men","singles","95","Stefano Travaglia","ITA","27","588","29"
2019-07-29,"men","singles","96","Bernard Tomic","AUS","26","582","23"
2019-07-29,"men","singles","97","Mackenzie McDonald","USA","24","581","23"
2019-07-29,"men","singles","98","Denis Kudla","USA","26","565","28"
2019-07-29,"men","singles","99","Brayden Schnur","CAN","24","561","26"
2019-07-29,"men","singles","100","Kamil Majchrzak","POL","23","559","28"
2019-08-05,"men","singles","1","Novak Djokovic","SRB","32","12,415","17"
2019-08-05,"men","singles","2","Rafael Nadal","ESP","33","7,945","16"
2019-08-05,"men","singles","3","Roger Federer","SUI","37","7,460","16"
2019-08-05,"men","singles","4","Dominic Thiem","AUT","25","4,755","23"
2019-08-05,"men","singles","5","Stefanos Tsitsipas","GRE","20","4,045","28"
2019-08-05,"men","singles","6","Kei Nishikori","JPN","29","4,040","21"
2019-08-05,"men","singles","7","Alexander Zverev","GER","22","4,005","24"
2019-08-05,"men","singles","8","Karen Khachanov","RUS","23","2,890","26"
2019-08-05,"men","singles","9","Daniil Medvedev","RUS","23","2,745","26"
2019-08-05,"men","singles","10","Kevin Anderson","RSA","33","2,500","16"
2019-08-05,"men","singles","11","Fabio Fognini","ITA","32","2,420","24"
2019-08-05,"men","singles","12","Juan Martin del Potro","ARG","30","2,230","14"
2019-08-05,"men","singles","13","Roberto Bautista Agut","ESP","31","2,215","23"
2019-08-05,"men","singles","14","Borna Coric","CRO","22","2,195","22"
2019-08-05,"men","singles","15","John Isner","USA","34","2,085","20"
2019-08-05,"men","singles","16","Marin Cilic","CRO","30","2,030","20"
2019-08-05,"men","singles","17","Nikoloz Basilashvili","GEO","27","1,975","25"
2019-08-05,"men","singles","18","David Goffin","BEL","28","1,815","25"
2019-08-05,"men","singles","19","Milos Raonic","CAN","28","1,810","21"
2019-08-05,"men","singles","20","Gael Monfils","FRA","32","1,770","20"
2019-08-05,"men","singles","21","Felix Auger-Aliassime","CAN","18","1,740","26"
2019-08-05,"men","singles","22","Stan Wawrinka","SUI","34","1,715","20"
2019-08-05,"men","singles","23","Diego Schwartzman","ARG","26","1,690","25"
2019-08-05,"men","singles","24","Guido Pella","ARG","29","1,640","26"
2019-08-05,"men","singles","25","Taylor Fritz","USA","21","1,580","28"
2019-08-05,"men","singles","26","Matteo Berrettini","ITA","23","1,545","24"
2019-08-05,"men","singles","27","Nick Kyrgios","AUS","24","1,475","21"
2019-08-05,"men","singles","28","Dusan Lajovic","SRB","29","1,456","25"
2019-08-05,"men","singles","29","Benoit Paire","FRA","30","1,438","33"
2019-08-05,"men","singles","30","Lucas Pouille","FRA","25","1,340","22"
2019-08-05,"men","singles","31","Fernando Verdasco","ESP","35","1,335","27"
2019-08-05,"men","singles","32","Denis Shapovalov","CAN","20","1,330","26"
2019-08-05,"men","singles","33","Kyle Edmund","GBR","24","1,325","24"
2019-08-05,"men","singles","34","Gilles Simon","FRA","34","1,310","27"
2019-08-05,"men","singles","35","Jan-Lennard Struff","GER","29","1,265","25"
2019-08-05,"men","singles","36","Cristian Garin","CHI","23","1,233","23"
2019-08-05,"men","singles","37","Laslo Djere","SRB","24","1,225","24"
2019-08-05,"men","singles","38","Alex de Minaur","AUS","20","1,215","22"
2019-08-05,"men","singles","39","Radu Albot","MDA","29","1,116","29"
2019-08-05,"men","singles","40","Pierre-Hugues Herbert","FRA","28","1,108","28"
2019-08-05,"men","singles","41","Sam Querrey","USA","31","1,080","18"
2019-08-05,"men","singles","42","Frances Tiafoe","USA","21","1,060","25"
2019-08-05,"men","singles","43","Reilly Opelka","USA","21","1,047","24"
2019-08-05,"men","singles","44","Mikhail Kukushkin","KAZ","31","1,045","25"
2019-08-05,"men","singles","45","Joao Sousa","POR","30","1,035","30"
2019-08-05,"men","singles","46","Jordan Thompson","AUS","25","1,034","28"
2019-08-05,"men","singles","47","Lorenzo Sonego","ITA","24","1,032","30"
2019-08-05,"men","singles","48","Hubert Hurkacz","POL","22","1,023","26"
2019-08-05,"men","singles","49","Pablo Cuevas","URU","33","1,013","25"
2019-08-05,"men","singles","50","Pablo Carreno Busta","ESP","28","1,007","21"
2019-08-05,"men","singles","51","Filip Krajinovic","SRB","27","998","23"
2019-08-05,"men","singles","52","Albert Ramos-Vinolas","ESP","31","980","34"
2019-08-05,"men","singles","53","Daniel Evans","GBR","29","980","23"
2019-08-05,"men","singles","54","Grigor Dimitrov","BUL","28","972","21"
2019-08-05,"men","singles","55","Marton Fucsovics","HUN","27","965","29"
2019-08-05,"men","singles","56","Casper Ruud","NOR","20","951","25"
2019-08-05,"men","singles","57","Juan Ignacio Londero","ARG","25","940","26"
2019-08-05,"men","singles","58","Miomir Kecmanovic","SRB","19","922","27"
2019-08-05,"men","singles","59","Ugo Humbert","FRA","21","909","31"
2019-08-05,"men","singles","60","Jo-Wilfried Tsonga","FRA","34","905","23"
2019-08-05,"men","singles","61","Marco Cecchinato","ITA","26","880","29"
2019-08-05,"men","singles","62","Cameron Norrie","GBR","23","880","24"
2019-08-05,"men","singles","63","Federico Delbonis","ARG","28","876","25"
2019-08-05,"men","singles","64","Nicolas Jarry","CHI","23","865","25"
2019-08-05,"men","singles","65","John Millman","AUS","30","860","26"
2019-08-05,"men","singles","66","Richard Gasquet","FRA","33","860","19"
2019-08-05,"men","singles","67","Feliciano Lopez","ESP","37","852","17"
2019-08-05,"men","singles","68","Pablo Andujar","ESP","33","847","24"
2019-08-05,"men","singles","69","Adrian Mannarino","FRA","31","836","31"
2019-08-05,"men","singles","70","Andrey Rublev","RUS","21","836","25"
2019-08-05,"men","singles","71","Alexander Bublik","KAZ","22","831","30"
2019-08-05,"men","singles","72","Tennys Sandgren","USA","28","826","28"
2019-08-05,"men","singles","73","Philipp Kohlschreiber","GER","35","825","25"
2019-08-05,"men","singles","74","Jeremy Chardy","FRA","32","805","29"
2019-08-05,"men","singles","75","Roberto Carballes Baena","ESP","26","787","30"
2019-08-05,"men","singles","76","Yoshihito Nishioka","JPN","23","776","23"
2019-08-05,"men","singles","77","Ricardas Berankis","LTU","29","749","21"
2019-08-05,"men","singles","78","Andreas Seppi","ITA","35","745","28"
2019-08-05,"men","singles","79","Stefano Travaglia","ITA","27","678","30"
2019-08-05,"men","singles","80","Martin Klizan","SVK","30","664","23"
2019-08-05,"men","singles","81","Ivo Karlovic","CRO","40","659","22"
2019-08-05,"men","singles","82","Leonardo Mayer","ARG","32","655","24"
2019-08-05,"men","singles","83","Corentin Moutet","FRA","20","650","25"
2019-08-05,"men","singles","84","Thomas Fabbiano","ITA","30","639","25"
2019-08-05,"men","singles","85","Peter Gojowczyk","GER","30","629","28"
2019-08-05,"men","singles","86","Robin Haase","NED","32","626","26"
2019-08-05,"men","singles","87","Alexei Popyrin","AUS","20","625","25"
2019-08-05,"men","singles","88","Marius Copil","ROU","28","622","22"
2019-08-05,"men","singles","89","Hugo Dellien","BOL","26","618","28"
2019-08-05,"men","singles","90","Prajnesh Gunneswaran","IND","29","617","23"
2019-08-05,"men","singles","91","Aljaz Bedene","SLO","30","605","19"
2019-08-05,"men","singles","92","Bradley Klahn","USA","28","601","24"
2019-08-05,"men","singles","93","Steve Johnson","USA","29","600","26"
2019-08-05,"men","singles","94","Lloyd Harris","RSA","22","587","26"
2019-08-05,"men","singles","95","Bernard Tomic","AUS","26","582","22"
2019-08-05,"men","singles","96","Mackenzie McDonald","USA","24","581","22"
2019-08-05,"men","singles","97","Soonwoo Kwon","KOR","21","571","22"
2019-08-05,"men","singles","98","Brayden Schnur","CAN","24","571","27"
2019-08-05,"men","singles","99","Marcel Granollers","ESP","33","567","25"
2019-08-05,"men","singles","100","Kamil Majchrzak","POL","23","559","28"
2019-08-12,"men","singles","1","Novak Djokovic","SRB","32","12,325","16"
2019-08-12,"men","singles","2","Rafael Nadal","ESP","33","7,945","16"
2019-08-12,"men","singles","3","Roger Federer","SUI","38","7,460","17"
2019-08-12,"men","singles","4","Dominic Thiem","AUT","25","4,925","23"
2019-08-12,"men","singles","5","Kei Nishikori","JPN","29","4,040","21"
2019-08-12,"men","singles","6","Alexander Zverev","GER","22","4,005","24"
2019-08-12,"men","singles","7","Stefanos Tsitsipas","GRE","20","3,455","28"
2019-08-12,"men","singles","8","Daniil Medvedev","RUS","23","3,230","26"
2019-08-12,"men","singles","9","Karen Khachanov","RUS","23","2,890","26"
2019-08-12,"men","singles","10","Fabio Fognini","ITA","32","2,555","24"
2019-08-12,"men","singles","11","Roberto Bautista Agut","ESP","31","2,395","23"
2019-08-12,"men","singles","12","Juan Martin del Potro","ARG","30","2,230","14"
2019-08-12,"men","singles","13","Borna Coric","CRO","22","2,195","22"
2019-08-12,"men","singles","14","Kevin Anderson","RSA","33","2,140","16"
2019-08-12,"men","singles","15","Gael Monfils","FRA","32","2,130","21"
2019-08-12,"men","singles","16","John Isner","USA","34","2,040","20"
2019-08-12,"men","singles","17","Nikoloz Basilashvili","GEO","27","2,020","26"
2019-08-12,"men","singles","18","Marin Cilic","CRO","30","1,940","20"
2019-08-12,"men","singles","19","David Goffin","BEL","28","1,815","25"
2019-08-12,"men","singles","20","Milos Raonic","CAN","28","1,810","21"
2019-08-12,"men","singles","21","Felix Auger-Aliassime","CAN","19","1,785","26"
2019-08-12,"men","singles","22","Guido Pella","ARG","29","1,710","27"
2019-08-12,"men","singles","23","Stan Wawrinka","SUI","34","1,670","20"
2019-08-12,"men","singles","24","Diego Schwartzman","ARG","26","1,645","25"
2019-08-12,"men","singles","25","Taylor Fritz","USA","21","1,545","29"
2019-08-12,"men","singles","26","Matteo Berrettini","ITA","23","1,545","24"
2019-08-12,"men","singles","27","Nick Kyrgios","AUS","24","1,475","21"
2019-08-12,"men","singles","28","Dusan Lajovic","SRB","29","1,466","26"
2019-08-12,"men","singles","29","Benoit Paire","FRA","30","1,403","33"
2019-08-12,"men","singles","30","Kyle Edmund","GBR","24","1,360","24"
2019-08-12,"men","singles","31","Lucas Pouille","FRA","25","1,340","22"
2019-08-12,"men","singles","32","Cristian Garin","CHI","23","1,317","24"
2019-08-12,"men","singles","33","Fernando Verdasco","ESP","35","1,310","26"
2019-08-12,"men","singles","34","Denis Shapovalov","CAN","20","1,285","26"
2019-08-12,"men","singles","35","Gilles Simon","FRA","34","1,275","28"
2019-08-12,"men","singles","36","Jan-Lennard Struff","GER","29","1,235","25"
2019-08-12,"men","singles","37","Laslo Djere","SRB","24","1,235","25"
2019-08-12,"men","singles","38","Alex de Minaur","AUS","20","1,225","23"
2019-08-12,"men","singles","39","Radu Albot","MDA","29","1,132","30"
2019-08-12,"men","singles","40","Hubert Hurkacz","POL","22","1,103","27"
2019-08-12,"men","singles","41","Pierre-Hugues Herbert","FRA","28","1,048","28"
2019-08-12,"men","singles","42","Reilly Opelka","USA","21","1,047","24"
2019-08-12,"men","singles","43","Joao Sousa","POR","30","1,045","29"
2019-08-12,"men","singles","44","Daniel Evans","GBR","29","1,045","24"
2019-08-12,"men","singles","45","Sam Querrey","USA","31","1,035","17"
2019-08-12,"men","singles","46","Mikhail Kukushkin","KAZ","31","1,035","26"
2019-08-12,"men","singles","47","Lorenzo Sonego","ITA","24","1,032","30"
2019-08-12,"men","singles","48","Pablo Cuevas","URU","33","1,013","25"
2019-08-12,"men","singles","49","Jordan Thompson","AUS","25","1,011","29"
2019-08-12,"men","singles","50","Filip Krajinovic","SRB","27","1,008","22"
2019-08-12,"men","singles","51","Albert Ramos-Vinolas","ESP","31","1,000","33"
2019-08-12,"men","singles","52","Frances Tiafoe","USA","21","970","25"
2019-08-12,"men","singles","53","Pablo Carreno Busta","ESP","28","962","20"
2019-08-12,"men","singles","54","Casper Ruud","NOR","20","951","24"
2019-08-12,"men","singles","55","Juan Ignacio Londero","ARG","25","940","26"
2019-08-12,"men","singles","56","Richard Gasquet","FRA","33","930","20"
2019-08-12,"men","singles","57","Marton Fucsovics","HUN","27","930","29"
2019-08-12,"men","singles","58","Miomir Kecmanovic","SRB","19","922","26"
2019-08-12,"men","singles","59","Adrian Mannarino","FRA","31","916","31"
2019-08-12,"men","singles","60","Cameron Norrie","GBR","23","915","25"
2019-08-12,"men","singles","61","John Millman","AUS","30","911","27"
2019-08-12,"men","singles","62","Ugo Humbert","FRA","21","909","31"
2019-08-12,"men","singles","63","Feliciano Lopez","ESP","37","887","18"
2019-08-12,"men","singles","64","Jo-Wilfried Tsonga","FRA","34","885","24"
2019-08-12,"men","singles","65","Marco Cecchinato","ITA","26","880","29"
2019-08-12,"men","singles","66","Federico Delbonis","ARG","28","876","25"
2019-08-12,"men","singles","67","Nicolas Jarry","CHI","23","865","25"
2019-08-12,"men","singles","68","Pablo Andujar","ESP","33","847","24"
2019-08-12,"men","singles","69","Jeremy Chardy","FRA","32","840","28"
2019-08-12,"men","singles","70","Andrey Rublev","RUS","21","836","24"
2019-08-12,"men","singles","71","Alexander Bublik","KAZ","22","831","29"
2019-08-12,"men","singles","72","Tennys Sandgren","USA","28","826","28"
2019-08-12,"men","singles","73","Philipp Kohlschreiber","GER","35","825","25"
2019-08-12,"men","singles","74","Grigor Dimitrov","BUL","28","802","21"
2019-08-12,"men","singles","75","Roberto Carballes Baena","ESP","26","787","30"
2019-08-12,"men","singles","76","Ricardas Berankis","LTU","29","765","22"
2019-08-12,"men","singles","77","Yoshihito Nishioka","JPN","23","757","23"
2019-08-12,"men","singles","78","Andreas Seppi","ITA","35","745","28"
2019-08-12,"men","singles","79","Steve Johnson","USA","29","680","26"
2019-08-12,"men","singles","80","Ivo Karlovic","CRO","40","675","23"
2019-08-12,"men","singles","81","Stefano Travaglia","ITA","27","672","29"
2019-08-12,"men","singles","82","Leonardo Mayer","ARG","32","655","24"
2019-08-12,"men","singles","83","Corentin Moutet","FRA","20","650","25"
2019-08-12,"men","singles","84","Peter Gojowczyk","GER","30","629","28"
2019-08-12,"men","singles","85","Marius Copil","ROU","28","622","22"
2019-08-12,"men","singles","86","Martin Klizan","SVK","30","619","22"
2019-08-12,"men","singles","87","Hugo Dellien","BOL","26","618","28"
2019-08-12,"men","singles","88","Bernard Tomic","AUS","26","617","23"
2019-08-12,"men","singles","89","Thomas Fabbiano","ITA","30","612","24"
2019-08-12,"men","singles","90","Aljaz Bedene","SLO","30","605","19"
2019-08-12,"men","singles","91","Prajnesh Gunneswaran","IND","29","600","22"
2019-08-12,"men","singles","92","Soonwoo Kwon","KOR","21","599","23"
2019-08-12,"men","singles","93","Marcel Granollers","ESP","33","576","26"
2019-08-12,"men","singles","94","Bradley Klahn","USA","28","566","24"
2019-08-12,"men","singles","95","Brayden Schnur","CAN","24","566","28"
2019-08-12,"men","singles","96","Kamil Majchrzak","POL","23","557","27"
2019-08-12,"men","singles","97","Mackenzie McDonald","USA","24","555","21"
2019-08-12,"men","singles","98","Jaume Munar","ESP","22","550","27"
2019-08-12,"men","singles","99","Malek Jaziri","TUN","35","544","28"
2019-08-12,"men","singles","100","Lloyd Harris","RSA","22","542","25"
2019-08-19,"men","singles","1","Novak Djokovic","SRB","32","11,685","16"
2019-08-19,"men","singles","2","Rafael Nadal","ESP","33","7,945","16"
2019-08-19,"men","singles","3","Roger Federer","SUI","38","6,950","17"
2019-08-19,"men","singles","4","Dominic Thiem","AUT","25","4,925","23"
2019-08-19,"men","singles","5","Daniil Medvedev","RUS","23","4,195","26"
2019-08-19,"men","singles","6","Alexander Zverev","GER","22","4,005","24"
2019-08-19,"men","singles","7","Kei Nishikori","JPN","29","4,005","21"
2019-08-19,"men","singles","8","Stefanos Tsitsipas","GRE","21","3,455","28"
2019-08-19,"men","singles","9","Karen Khachanov","RUS","23","2,890","26"
2019-08-19,"men","singles","10","Roberto Bautista Agut","ESP","31","2,575","23"
2019-08-19,"men","singles","11","Fabio Fognini","ITA","32","2,510","25"
2019-08-19,"men","singles","12","Borna Coric","CRO","22","2,160","22"
2019-08-19,"men","singles","13","Gael Monfils","FRA","32","2,140","21"
2019-08-19,"men","singles","14","John Isner","USA","34","2,075","20"
2019-08-19,"men","singles","15","David Goffin","BEL","28","2,055","25"
2019-08-19,"men","singles","16","Juan Martin del Potro","ARG","30","2,050","13"
2019-08-19,"men","singles","17","Kevin Anderson","RSA","33","2,050","15"
2019-08-19,"men","singles","18","Nikoloz Basilashvili","GEO","27","1,985","27"
2019-08-19,"men","singles","19","Felix Auger-Aliassime","CAN","19","1,750","26"
2019-08-19,"men","singles","20","Guido Pella","ARG","29","1,735","28"
2019-08-19,"men","singles","21","Diego Schwartzman","ARG","27","1,725","25"
2019-08-19,"men","singles","22","Milos Raonic","CAN","28","1,630","21"
2019-08-19,"men","singles","23","Marin Cilic","CRO","30","1,590","20"
2019-08-19,"men","singles","24","Stan Wawrinka","SUI","34","1,535","20"
2019-08-19,"men","singles","25","Matteo Berrettini","ITA","23","1,535","25"
2019-08-19,"men","singles","26","Lucas Pouille","FRA","25","1,475","22"
2019-08-19,"men","singles","27","Taylor Fritz","USA","21","1,465","30"
2019-08-19,"men","singles","28","Dusan Lajovic","SRB","29","1,441","26"
2019-08-19,"men","singles","29","Nick Kyrgios","AUS","24","1,430","21"
2019-08-19,"men","singles","30","Benoit Paire","FRA","30","1,403","33"
2019-08-19,"men","singles","31","Kyle Edmund","GBR","24","1,325","24"
2019-08-19,"men","singles","32","Cristian Garin","CHI","23","1,321","25"
2019-08-19,"men","singles","33","Fernando Verdasco","ESP","35","1,310","26"
2019-08-19,"men","singles","34","Richard Gasquet","FRA","33","1,280","20"
2019-08-19,"men","singles","35","Jan-Lennard Struff","GER","29","1,280","26"
2019-08-19,"men","singles","36","Alex de Minaur","AUS","20","1,270","24"
2019-08-19,"men","singles","37","Laslo Djere","SRB","24","1,245","26"
2019-08-19,"men","singles","38","Denis Shapovalov","CAN","20","1,240","26"
2019-08-19,"men","singles","39","Gilles Simon","FRA","34","1,240","29"
2019-08-19,"men","singles","40","Radu Albot","MDA","29","1,137","31"
2019-08-19,"men","singles","41","Hubert Hurkacz","POL","22","1,078","27"
2019-08-19,"men","singles","42","Reilly Opelka","USA","21","1,076","25"
2019-08-19,"men","singles","43","Joao Sousa","POR","30","1,061","29"
2019-08-19,"men","singles","44","Mikhail Kukushkin","KAZ","31","1,041","27"
2019-08-19,"men","singles","45","Pierre-Hugues Herbert","FRA","28","1,038","29"
2019-08-19,"men","singles","46","Sam Querrey","USA","31","1,035","17"
2019-08-19,"men","singles","47","Andrey Rublev","RUS","21","1,031","24"
2019-08-19,"men","singles","48","Lorenzo Sonego","ITA","24","1,026","31"
2019-08-19,"men","singles","49","Miomir Kecmanovic","SRB","19","1,022","27"
2019-08-19,"men","singles","50","Albert Ramos-Vinolas","ESP","31","1,019","32"
2019-08-19,"men","singles","51","Filip Krajinovic","SRB","27","1,018","21"
2019-08-19,"men","singles","52","Frances Tiafoe","USA","21","1,015","25"
2019-08-19,"men","singles","53","Pablo Cuevas","URU","33","1,013","25"
2019-08-19,"men","singles","54","Casper Ruud","NOR","20","976","25"
2019-08-19,"men","singles","55","Jordan Thompson","AUS","25","976","29"
2019-08-19,"men","singles","56","Juan Ignacio Londero","ARG","26","970","27"
2019-08-19,"men","singles","57","Adrian Mannarino","FRA","31","961","31"
2019-08-19,"men","singles","58","Daniel Evans","GBR","29","955","23"
2019-08-19,"men","singles","59","Yoshihito Nishioka","JPN","23","946","23"
2019-08-19,"men","singles","60","Cameron Norrie","GBR","23","915","25"
2019-08-19,"men","singles","61","John Millman","AUS","30","911","27"
2019-08-19,"men","singles","62","Ugo Humbert","FRA","21","909","31"
2019-08-19,"men","singles","63","Feliciano Lopez","ESP","37","903","19"
2019-08-19,"men","singles","64","Pablo Carreno Busta","ESP","28","897","20"
2019-08-19,"men","singles","65","Marton Fucsovics","HUN","27","885","28"
2019-08-19,"men","singles","66","Jo-Wilfried Tsonga","FRA","34","885","24"
2019-08-19,"men","singles","67","Marco Cecchinato","ITA","26","880","29"
2019-08-19,"men","singles","68","Federico Delbonis","ARG","28","869","26"
2019-08-19,"men","singles","69","Nicolas Jarry","CHI","23","865","25"
2019-08-19,"men","singles","70","Ricardas Berankis","LTU","29","857","23"
2019-08-19,"men","singles","71","Pablo Andujar","ESP","33","847","24"
2019-08-19,"men","singles","72","Philipp Kohlschreiber","GER","35","831","25"
2019-08-19,"men","singles","73","Tennys Sandgren","USA","28","826","28"
2019-08-19,"men","singles","74","Jeremy Chardy","FRA","32","815","27"
2019-08-19,"men","singles","75","Alexander Bublik","KAZ","22","808","28"
2019-08-19,"men","singles","76","Roberto Carballes Baena","ESP","26","787","30"
2019-08-19,"men","singles","77","Andreas Seppi","ITA","35","745","28"
2019-08-19,"men","singles","78","Grigor Dimitrov","BUL","28","722","21"
2019-08-19,"men","singles","79","Ivo Karlovic","CRO","40","694","23"
2019-08-19,"men","singles","80","Aljaz Bedene","SLO","30","685","20"
2019-08-19,"men","singles","81","Stefano Travaglia","ITA","27","672","28"
2019-08-19,"men","singles","82","Steve Johnson","USA","29","670","26"
2019-08-19,"men","singles","83","Corentin Moutet","FRA","20","650","25"
2019-08-19,"men","singles","84","Martin Klizan","SVK","30","619","22"
2019-08-19,"men","singles","85","Hugo Dellien","BOL","26","618","28"
2019-08-19,"men","singles","86","Bernard Tomic","AUS","26","617","23"
2019-08-19,"men","singles","87","Thomas Fabbiano","ITA","30","610","23"
2019-08-19,"men","singles","88","Peter Gojowczyk","GER","30","604","27"
2019-08-19,"men","singles","89","Prajnesh Gunneswaran","IND","29","600","22"
2019-08-19,"men","singles","90","Soonwoo Kwon","KOR","21","599","23"
2019-08-19,"men","singles","91","Marcel Granollers","ESP","33","576","25"
2019-08-19,"men","singles","92","Brayden Schnur","CAN","24","568","28"
2019-08-19,"men","singles","93","Leonardo Mayer","ARG","32","565","23"
2019-08-19,"men","singles","94","Kamil Majchrzak","POL","23","557","27"
2019-08-19,"men","singles","95","Mackenzie McDonald","USA","24","555","20"
2019-08-19,"men","singles","96","Marius Copil","ROU","28","552","21"
